"","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor"
"Hsa.45604",9.89592238644394,9.07110592666163,10.0231466759711,10.0596844095183,9.4875227200986,9.46631661914599,10.3174005778828,9.40423786559944,9.80308977493759,10.0596844095183,9.61067303725518,9.36612793797704,10.4095815262847,10.7567274020773,10.8631787477362,10.1081467031557,10.6538385612343,10.5871766840918,10.5561778371284,10.470311350929,9.6457394804153,10.7985726615859,9.08433092441776,9.4591952707059,10.4193112097907,8.37602383431428,10.341230416817,10.8218340180217,11.4992336531351,10.2817623662936,10.2496873267542,10.0874021003204,9.6342753183499,10.1859486486753,10.470311350929,9.93899973566102,9.40423786559944,9.9968891550008,9.5130433616047,8.9894183068749,10.2903412724972,10.8479293644897,9.98284411014736,10.6309032562888,10.2817623662936,10.7985726615859,10.2564624782449,9.8806588672407,10.2351949039913,10.4193112097907,10.5150558159221,10.2654127729706,10.8361884620318,9.77384668511245,10.029912801007,10.8083040792797,10.2969694773676,10.6538385612343,10.2564624782449,9.91236761428211,10.5968422906657,9.79686204400148
"Hsa.19",9.16762249629411,8.85649832171579,9.23591655797397,9.4999676920954,9.56487474344146,8.57839156233014,9.65352323575133,8.53231318837794,8.6440033604314,9.19386988744371,10.0088950617334,9.3853767597539,9.5879646865272,9.6290404523604,9.46279743731227,9.55771165942166,9.36612793797704,9.96331423207656,9.86405456238947,9.74716213964552,9.90112649502855,9.40087840362169,9.26131507607206,9.30763454051992,9.50517703059578,9.33497966198131,7.13838741926516,9.91236761428211,9.55771165942166,9.6342753183499,8.75403619886286,8.21892721820525,9.35382873159404,9.4875227200986,9.30003070352987,9.4514035691396,9.1708716210265,9.30763454051992,9.18387225644926,9.19757698492913,9.24696886829847,9.10974431320934,8.96184127458354,8.94653137116914,8.96529834037181,8.67519389476875,8.82535326369927,9.1803362987861,9.51667637221352,8.75403619886286,8.73160480416625,9.52516556951187,9.34258478085745,9.82501081966344,10.2104600393691,9.12346770584352,9.23591655797397,9.67635977981579,9.19386988744371,9.53830159663696,9.47091958444911,9.15036722709898
"Hsa.644",8.90812285598922,9.08038129704667,9.8874943167711,10.2496873267542,9.54968593702587,9.13366469223369,9.1803362987861,9.52104186900982,9.7135627907524,10.0163958504698,8.33596152752541,9.5927005604196,9.21255639572927,9.5130433616047,9.35044128282233,8.8721719280688,9.54968593702587,9.21610160519607,9.70852796736792,8.37981503661898,8.82255027263706,9.40826056481138,8.423900716902,8.02527890322208,9.27343128945082,9.32697088547217,9.50517703059578,8.79107306530738,9.13366469223369,9.46631661914599,8.87444300585152,9.85244871279642,8.35705106070468,9.56088071388527,9.46279743731227,8.4836532731763,8.58766078723835,8.75403619886286,7.91159881101647,8.75876373448634,8.96184127458354,9.20923873777172,9.41561877317587,8.80730973324918,9.28867149940271,9.81959144805559,7.93972422531798,10.0596844095183,9.10974431320934,8.61755870285034,9.42245818714376,8.82022838303742,9.67182437905057,9.46631661914599,8.57055535389948,9.83473328336621,8.68982555438327,9.41204700431646,8.58766078723835,8.19210823952694,9.6290404523604,8.90812285598922
"Hsa.21418",9.22510012602093,8.43830157216433,9.87386453548173,9.15357082678574,10.1019485690825,9.39683710998103,9.13052531051752,8.51684822208088,8.41761776187463,9.72286701116669,9.20045608486593,9.5294595223707,9.35044128282233,9.04339381082077,9.7632458377651,10.0489932598849,9.57903698348829,8.79700565385515,8.87710598453512,9.51667637221352,9.90694925237977,8.96184127458354,8.72895183667413,9.35044128282233,9.74185185670975,8.9894183068749,8.344436232718,10.0545736857739,9.33893725700031,8.81041045102743,8.2895987493435,8.39077362254293,8.28773918550504,8.63988622987708,9.11316409858872,9.61523924169568,9.78245321934451,9.51667637221352,9.61067303725518,9.40423786559944,8.95602713446555,9.30003070352987,9.19117187402984,9.72286701116669,8.14532820947274,8.92877528147159,10.0663090596675,9.43929235692221,9.2933084765681,8.1718523162522,9.25056814815875,9.30372110101804,8.90016271629198,8.94429832572637,9.65352323575133,7.89505434745947,7.97514625300633,10.143449460979,9.23591655797397,9.28589436956866,8.72626541139515,9.08433092441776
"Hsa.18664",9.73576509104436,10.4489731996886,9.4553292091301,9.49636769778443,9.55771165942166,10.2741569983352,9.542700834561,9.81959144805559,9.5967265932656,9.03403524431935,9.72755051347486,9.75767362198425,7.79851988055395,7.10472386540282,9.01409653228372,9.46631661914599,9.48309964686735,9.5879646865272,10.0088950617334,7.22896915729314,8.72626541139515,8.07102113040002,10.358913288719,10.4941449145065,9.40423786559944,9.9968891550008,10.3913347230983,8.38408602527888,9.69116378110629,9.58395199375331,9.67635977981579,10.0231466759711,10.3245255513189,8.97453440077849,9.80308977493759,9.7685517297273,9.95710836217642,10.1708397271508,10.0942056290761,9.542700834561,9.93899973566102,8.4344345281844,9.04339381082077,10.3057598557292,9.66239905266532,9.02067218727904,10.5036169083843,9.126627877848,7.85559894395022,10.2011225816057,8.94429832572637,9.61523924169568,8.9894183068749,9.25811121409062,9.81513715252032,9.06221765407827,10.164258768279,9.18687423555164,10.4575910485361,10.1150029440931,9.19386988744371,8.11160686972967
"Hsa.25451",9.39683710998103,8.4344345281844,8.62315580162224,9.5343537193543,9.90112649502855,8.63768654802239,9.6202671320251,9.7029722228844,8.4836532731763,9.4999676920954,9.80966571433927,9.74716213964552,8.7004206998584,7.7753532737495,9.30763454051992,9.10203876551044,8.78066464095022,9.19117187402984,8.5829881097203,8.46858397388548,9.21255639572927,8.88519252770554,8.1097026149401,8.3461598252121,9.86842206857061,8.93415453830003,8.3424367484078,10.3057598557292,10.5339964109719,9.44291374029099,8.6493425291535,7.7550038438466,8.8721719280688,9.1803362987861,8.37783953845219,9.31907114597192,9.23260737880931,8.63086539568875,9.58395199375331,8.56390663299219,9.15036722709898,9.28867149940271,8.7485288620773,8.8721719280688,8.91369870612368,9.25811121409062,9.81513715252032,8.7511385444369,8.63988622987708,8.2532886092345,8.90016271629198,8.72895183667413,8.65434036873751,8.37342299364697,9.10566439280361,8.53661132996987,8.37004331574733,8.28597861490462,8.63988622987708,8.19004129748773,8.7637660104006,8.99243038741101
"Hsa.8831",8.17948777438802,8.48122197774328,9.4999676920954,9.33497966198131,9.3779504085494,8.71947052331844,9.21255639572927,8.67519389476875,8.9894183068749,9.35816553032585,8.90812285598922,9.32697088547217,9.14344164316964,9.32272230382655,9.40087840362169,8.30696350546497,9.79686204400148,9.14344164316964,9.44673347795467,9.08038129704667,8.38863257434493,9.5879646865272,8.85334577954975,9.85244871279642,9.14719712745692,8.44709789444588,8.84524469098775,8.72895183667413,9.0014567752804,10.4808888763815,10.4012688686947,9.10974431320934,8.79107306530738,9.36219589445436,9.13701219066545,8.09227121709298,8.2895987493435,12.6570387228993,8.32561737111716,8.36209017177501,9.7632458377651,9.69116378110629,8.2532886092345,12.209550350436,12.1513206241908,9.13366469223369,8.28773918550504,9.10566439280361,8.58073390585123,8.01494914201832,9.15036722709898,8.7729636792262,8.91086996575084,8.78331829101682,8.82535326369927,8.84524469098775,9.23260737880931,9.37520202675538,9.8874943167711,8.43631728728078,8.84524469098775,8.9679309063184
"Hsa.10510",9.32697088547217,10.0942056290761,8.6518439024179,10.0874021003204,9.20045608486593,9.32272230382655,9.36612793797704,9.22510012602093,9.7176932807561,8.3424367484078,9.86842206857061,9.30763454051992,10.7567274020773,10.4012688686947,9.95053731913393,11.1982841279187,8.56188102805142,10.6758473673379,10.735663699998,10.164258768279,10.0545736857739,9.4999676920954,10.4012688686947,9.47956580575327,8.85334577954975,10.1708397271508,10.2177937681345,6.40346565155308,9.21610160519607,9.84007206006883,8.9164617158108,9.77735899564256,10.7222361504545,9.68754387845756,9.75767362198425,11.5684357136978,11.1497876762975,9.94446765983098,10.4193112097907,10.5150558159221,10.0545736857739,8.220768371777,9.14719712745692,10.6538385612343,10.341230416817,9.85244871279642,9.95053731913393,9.35382873159404,9.32272230382655,11.7134849798304,9.46631661914599,10.0369802768006,9.85244871279642,10.2654127729706,9.6202671320251,10.143449460979,10.5339964109719,9.57424894833735,11.0410120367946,9.95053731913393,8.99806444371258,11.1207521976102
"Hsa.514",8.1097026149401,8.14891442913159,9.61523924169568,9.016974038057,8.82808221379747,8.32406219880678,8.95279994749291,9.56487474344146,9.0985224378017,9.418934266587,8.67519389476875,9.4514035691396,8.94653137116914,9.20923873777172,7.99271453186574,7.29519569664528,8.17575315499863,8.69788006599236,8.9840444480403,8.46195993555051,6.92792894167384,8.92259207520017,9.04339381082077,8.157938530112,9.068010230841,8.63988622987708,9.23260737880931,8.58766078723835,9.1195511344159,8.90016271629198,8.88817073078957,9.21255639572927,8.57055535389948,9.5294595223707,8.82808221379747,8.07256139544441,8.31759277527039,8.5855416924315,8.47047585673901,8.35485294137086,8.4200199633591,8.63768654802239,8.64709570513092,8.71947052331844,8.28597861490462,9.1803362987861,8.32561737111716,9.0014567752804,8.72626541139515,7.9711049866196,7.98098071250443,8.7241441378385,8.26437449342434,8.75876373448634,7.81111776333569,9.35044128282233,8.90323122809156,8.33148910206106,8.17411948690161,8.50538771560286,8.81762841469966,8.6800844065265
"Hsa.2663",9.15036722709898,8.35485294137086,9.08772416917868,9.12346770584352,9.85881849603513,8.82255027263706,9.36219589445436,9.96331423207656,9.40087840362169,9.90112649502855,9.21610160519607,9.95710836217642,9.1708716210265,8.6058116420071,9.15036722709898,9.5294595223707,8.97453440077849,8.70850432738266,8.5389980439885,8.1097026149401,9.36612793797704,8.70850432738266,8.43830157216433,8.17575315499863,9.08433092441776,8.51159964220241,8.05921535091704,9.38953905711258,9.5927005604196,8.34823913107508,8.90632426544514,8.95279994749291,9.26985512145687,9.24696886829847,8.82255027263706,8.89460900912234,9.22510012602093,9.03747344686358,9.60612965667637,9.6342753183499,8.3114787983086,9.14719712745692,9.35044128282233,8.96529834037181,8.44925583318894,8.6822957700551,9.10974431320934,8.66265976255851,6.9592279510144,8.399016692265,8.59521716953703,9.5130433616047,8.21004362410147,9.31907114597192,9.39301844709908,8.33596152752541,8.30961423925083,8.71947052331844,7.83217849292179,8.29809583556001,9.6202671320251,8.4086290084192
"Hsa.120",10.5968422906657,10.1859486486753,9.83473328336621,7.89665467056632,9.66239905266532,10.1859486486753,9.6342753183499,9.27650867244016,10.4941449145065,9.84007206006883,10.6190999821738,9.77735899564256,10.7708410322163,10.0596844095183,10.4095815262847,11.0410120367946,9.4591952707059,9.25460082399695,10.70126956606,9.17580143640321,10.5339964109719,10.0874021003204,9.91236761428211,9.44291374029099,9.4514035691396,9.12346770584352,9.91236761428211,7.88993763652598,8.91369870612368,8.71119346255838,8.23674797144392,9.32697088547217,9.6672532115157,8.7241441378385,8.9953404464243,9.54576041485794,9.4553292091301,9.4514035691396,9.50517703059578,9.14344164316964,9.55420974786064,7.93803057382264,8.46195993555051,9.5967265932656,9.40826056481138,8.96184127458354,9.82501081966344,8.55182235561867,9.46631661914599,10.2969694773676,8.95279994749291,9.94446765983098,8.62315580162224,9.33497966198131,10.5561778371284,9.22231346985078,10.143449460979,10.4575910485361,10.3174005778828,9.9901556724305,9.50892505840279,9.7135627907524
"Hsa.1137",10.4575910485361,10.332482007669,9.06221765407827,8.95279994749291,8.94429832572637,9.93899973566102,9.92514450741998,10.5150558159221,8.9679309063184,8.4836532731763,10.4012688686947,9.28163394411435,10.332482007669,9.77384668511245,9.79156544862014,9.85881849603513,9.89592238644394,10.9298353712685,10.6898704918544,10.2351949039913,10.5450382571138,9.9901556724305,10.5653969459655,9.84007206006883,10.2421528075109,9.94446765983098,10.7222361504545,8.41535128222872,9.75172491102632,9.77384668511245,9.07388413947493,10.225452938979,11.1330881305255,9.65352323575133,10.0663090596675,10.7708410322163,10.5248222460226,10.9088564788762,10.6309032562888,10.6538385612343,10.8479293644897,8.81041045102743,9.61067303725518,10.6433115859647,10.4575910485361,9.89592238644394,9.9968891550008,10.0721730249145,10.2654127729706,11.4297637516201,9.85881849603513,9.92514450741998,9.83473328336621,10.358913288719,10.0545736857739,10.9450576941013,10.9450576941013,9.78245321934451,10.6190999821738,11.0211522645792,10.1859486486753,10.358913288719
"Hsa.2831",10.8479293644897,10.1564925247882,9.92514450741998,9.85881849603513,10.6086462174128,11.0562570538484,9.4514035691396,8.71694720855547,11.1680031988652,9.01409653228372,10.0802394399725,10.0425077669168,9.28589436956866,11.1680031988652,10.9585748152263,10.5150558159221,11.1038705860245,9.73154623075913,9.57903698348829,10.5248222460226,10.5150558159221,10.4941449145065,10.2104600393691,10.6190999821738,8.91086996575084,9.90694925237977,8.89460900912234,10.5968422906657,9.08772416917868,9.47091958444911,10.2741569983352,9.07736016765558,9.64961372081972,8.08384472662464,9.11616576209173,9.26442595219407,10.1949911164966,9.86405456238947,9.80308977493759,9.33893725700031,9.27910242389489,10.7567274020773,10.5150558159221,9.61523924169568,10.2421528075109,9.3779504085494,9.61523924169568,9.26442595219407,10.0163958504698,9.9968891550008,10.663709160097,11.0211522645792,9.13366469223369,9.09084062819644,11.6470889576503,10.225452938979,9.27650867244016,8.64200859024808,10.4808888763815,9.77384668511245,9.11616576209173,9.3853767597539
"Hsa.2015",9.05696017155972,7.94860367326069,8.4284520310681,9.40423786559944,10.0231466759711,8.47047585673901,9.15036722709898,8.60860299921757,9.11616576209173,9.55771165942166,9.52516556951187,9.7176932807561,9.22880666798711,9.5294595223707,9.43509286578207,10.5339964109719,8.9894183068749,8.48828201751842,9.03747344686358,10.7567274020773,10.2011225816057,8.98678754371518,9.02459948897063,9.01409653228372,9.84623371725712,9.3853767597539,7.6555214904318,10.2969694773676,9.91915287220946,8.01132736394637,9.03403524431935,7.70954300878335,9.22880666798711,10.2351949039913,9.4553292091301,9.95710836217642,10.143449460979,10.225452938979,10.4095815262847,10.2654127729706,8.91086996575084,9.83473328336621,10.1081467031557,10.0163958504698,8.78331829101682,10.3245255513189,10.4808888763815,9.96331423207656,9.04339381082077,8.89137753596767,9.91236761428211,9.7685517297273,9.7029722228844,10.7124605746993,9.69562541444436,8.42607669423588,8.90812285598922,9.95053731913393,9.4514035691396,9.60052143323646,9.4875227200986,9.67635977981579
"Hsa.10305",9.97540955170293,10.5653969459655,8.67519389476875,8.4747519966123,8.28773918550504,9.22880666798711,9.78734467333283,8.83087397688196,8.79107306530738,8.38224190668226,10.2969694773676,9.26131507607206,10.1287277716966,10.1019485690825,9.4553292091301,9.2933084765681,9.87386453548173,9.67635977981579,10.225452938979,9.28867149940271,9.69562541444436,9.9968891550008,10.0163958504698,10.0596844095183,8.96529834037181,8.81041045102743,8.37342299364697,6.87794012595488,9.65352323575133,9.7176932807561,9.28163394411435,8.93661466954006,9.47091958444911,9.03403524431935,9.5294595223707,9.43069399234247,9.57424894833735,9.53830159663696,9.51667637221352,9.32697088547217,9.60052143323646,8.0207900097033,8.49847929503403,9.09483070681468,9.5130433616047,9.07110592666163,9.21610160519607,8.56390663299219,10.0088950617334,10.358913288719,8.07819041446732,9.30763454051992,8.82255027263706,8.88817073078957,10.1081467031557,9.46279743731227,9.25056814815875,9.10203876551044,9.33137604802295,9.90112649502855,9.82955447051729,9.48309964686735
"Hsa.2244",10.0802394399725,7.71449924125588,9.05696017155972,8.62015477651285,10.029912801007,9.26985512145687,8.9953404464243,9.30763454051992,8.85052562674122,9.1195511344159,9.70852796736792,9.969444316189,9.67182437905057,9.74716213964552,8.98007368492047,10.2351949039913,9.31907114597192,10.0019229778111,8.63086539568875,10.1708397271508,10.0721730249145,9.60052143323646,8.46858397388548,7.92478473342202,9.5967265932656,9.34258478085745,8.19004129748773,9.90694925237977,8.89741805759286,8.90812285598922,8.5855416924315,7.9733242691245,9.50517703059578,9.63881833193496,9.20697140327932,9.77735899564256,9.7135627907524,9.7176932807561,9.5879646865272,9.9901556724305,9.05369645406987,9.41204700431646,9.63881833193496,9.95710836217642,8.86307768200284,9.41204700431646,9.75767362198425,9.49184921811199,8.08193951680168,8.91369870612368,8.86611081718198,9.75172491102632,8.61076708641354,9.62437068117248,9.9968891550008,8.98678754371518,8.85052562674122,9.05022300446326,9.46279743731227,8.92877528147159,8.65819420348382,9.86842206857061
"Hsa.832",9.15357082678574,9.07736016765558,9.969444316189,9.6202671320251,9.47956580575327,9.5927005604196,9.46279743731227,8.78331829101682,9.23942760832184,9.25056814815875,8.61076708641354,9.25811121409062,9.75172491102632,9.84007206006883,9.92514450741998,9.05369645406987,10.5871766840918,10.2903412724972,9.9968891550008,10.8631787477362,9.27343128945082,10.341230416817,9.95710836217642,9.27343128945082,12.0340178218567,9.77384668511245,10.70126956606,10.6086462174128,10.2741569983352,10.6190999821738,10.5968422906657,10.6433115859647,9.82501081966344,10.8991284760918,10.5036169083843,9.90112649502855,9.47091958444911,10.2903412724972,8.85334577954975,9.84623371725712,9.74185185670975,10.5653969459655,10.8866075474637,10.5968422906657,10.4941449145065,11.1330881305255,9.13366469223369,11.0736561368819,10.8083040792797,10.4012688686947,11.3248409016373,9.7029722228844,11.2292030670983,10.7985726615859,9.21255639572927,10.9863884549021,9.90112649502855,10.3245255513189,10.1081467031557,10.5036169083843,11.0410120367946,10.8866075474637
"Hsa.1116",9.50517703059578,10.2969694773676,8.15267492819763,8.90323122809156,8.1036947517841,9.08433092441776,10.1019485690825,11.0562570538484,9.24388494187876,7.65001983350855,9.46279743731227,9.57424894833735,9.7685517297273,8.76709303145569,8.43830157216433,8.57055535389948,8.88817073078957,10.1150029440931,9.68754387845756,8.85649832171579,8.98007368492047,9.11316409858872,9.66239905266532,10.6086462174128,8.84524469098775,10.1364286961026,10.9585748152263,7.10472386540282,10.0231466759711,10.3913347230983,9.82955447051729,9.68221929907262,10.7461310992411,10.6309032562888,9.60612965667637,10.332482007669,10.0545736857739,9.77735899564256,10.2817623662936,10.1781933653667,10.663709160097,8.82535326369927,9.04698930473621,9.75172491102632,10.2011225816057,9.43509286578207,9.05369645406987,9.84623371725712,9.57903698348829,10.5653969459655,8.56598895640937,9.5967265932656,9.05022300446326,9.30003070352987,9.26131507607206,9.62437068117248,10.0596844095183,8.09435016379837,9.97540955170293,9.7685517297273,9.44291374029099,9.77735899564256
"Hsa.422",8.45594627557984,8.40092762628325,9.30372110101804,9.39683710998103,9.08038129704667,8.51445254931955,9.0080607850899,9.06532144744582,9.01409653228372,9.4753000083047,7.96453837524397,9.25460082399695,9.07110592666163,9.74185185670975,9.16327228706807,9.03080772386812,9.01129354427635,8.93661466954006,9.30763454051992,9.14344164316964,8.80730973324918,9.14017132059078,8.21678652996796,8.15074145633255,8.73727515138346,8.4200199633591,8.3114787983086,8.6493425291535,9.73576509104436,9.18387225644926,8.4921109744104,9.02067218727904,8.02725413131863,9.21610160519607,9.03403524431935,7.67672715982709,7.90433258715473,8.40092762628325,7.18539820710875,7.95165509547155,8.73727515138346,8.71947052331844,9.05369645406987,8.7511385444369,8.6800844065265,9.30003070352987,7.72045059110282,9.08772416917868,8.81762841469966,8.51888218202587,9.126627877848,8.76709303145569,9.62437068117248,9.06221765407827,8.3114787983086,8.84764540073147,8.97453440077849,9.38229525614005,8.32561737111716,7.97719681655321,8.93661466954006,8.69248558158526
"Hsa.2773",9.38953905711258,8.19408164922058,8.7485288620773,8.67746448099718,9.61523924169568,8.95279994749291,8.87710598453512,8.6440033604314,8.44925583318894,9.00487330836258,9.79156544862014,9.55771165942166,9.49184921811199,9.01409653228372,9.47091958444911,10.029912801007,9.68221929907262,9.93236550612826,9.20697140327932,10.3174005778828,10.029912801007,9.25056814815875,9.418934266587,7.9172296173169,10.7567274020773,9.60612965667637,9.32697088547217,10.9450576941013,10.5871766840918,9.43929235692221,9.56487474344146,9.43509286578207,9.60052143323646,10.2011225816057,9.36219589445436,10.6898704918544,10.6538385612343,10.358913288719,10.6758473673379,10.4012688686947,9.4591952707059,10.5561778371284,9.72286701116669,10.3174005778828,9.93899973566102,10.2817623662936,10.029912801007,10.1211370078867,9.93236550612826,9.28163394411435,9.77384668511245,9.79156544862014,9.80308977493759,9.70852796736792,9.79156544862014,9.72755051347486,9.49184921811199,9.58395199375331,8.92877528147159,9.39683710998103,10.4575910485361,9.5879646865272
"Hsa.39141",9.09483070681468,9.95053731913393,8.81041045102743,9.5879646865272,8.90016271629198,9.09084062819644,9.80966571433927,8.44050752780168,9.77384668511245,9.28163394411435,8.3967836051784,9.97540955170293,7.37300122983461,8.44502819976636,8.52149089584936,7.95459877516826,8.40681190231102,8.63086539568875,8.19210823952694,8.36402236491129,7.73935380719755,8.35955545955462,8.44925583318894,9.92514450741998,9.04698930473621,9.91915287220946,8.50962050594447,8.9776676926303,9.92514450741998,8.9953404464243,9.57903698348829,9.67182437905057,9.31907114597192,8.71947052331844,8.78066464095022,9.28589436956866,9.01409653228372,8.95602713446555,9.23260737880931,9.14719712745692,8.88817073078957,9.63881833193496,9.32697088547217,9.19757698492913,9.20340681640271,9.08772416917868,9.18687423555164,8.52363846441572,9.27343128945082,8.90632426544514,9.22510012602093,8.25783186770595,8.9679309063184,8.30696350546497,8.03877918991735,8.92259207520017,9.37090742879106,8.52363846441572,7.96241001999717,8.51888218202587,9.23591655797397,9.30372110101804
"Hsa.1822",9.17580143640321,9.84623371725712,9.17580143640321,10.3174005778828,9.95053731913393,10.1949911164966,9.02788058736784,9.53830159663696,10.2741569983352,8.09053846200408,9.50892505840279,9.25056814815875,10.1150029440931,9.49636769778443,9.72755051347486,10.1859486486753,9.33497966198131,10.6898704918544,10.143449460979,9.55420974786064,9.43509286578207,9.7685517297273,9.98284411014736,9.02067218727904,9.80966571433927,10.2177937681345,11.1982841279187,7.26274957148925,8.84199390940388,9.89592238644394,9.60612965667637,10.358913288719,10.6758473673379,9.77735899564256,10.0489932598849,9.46631661914599,10.0874021003204,9.97540955170293,10.9450576941013,10.1287277716966,9.54576041485794,8.82255027263706,9.23260737880931,8.9679309063184,10.5339964109719,9.82501081966344,9.84623371725712,9.7685517297273,8.9164617158108,10.735663699998,9.25811121409062,10.2564624782449,9.19117187402984,8.7637660104006,9.20697140327932,9.14719712745692,10.4301867853244,9.31566672690086,10.663709160097,9.8806588672407,9.81513715252032,10.1564925247882
"Hsa.6376",8.0675306441981,8.32742587981655,9.7632458377651,9.27343128945082,9.30763454051992,8.63283341679137,8.94159479211615,8.95279994749291,9.09084062819644,9.56921617393702,8.21892721820525,9.37520202675538,8.9679309063184,8.93661466954006,8.51684822208088,8.4747519966123,8.61076708641354,8.2895987493435,8.79700565385515,9.00487330836258,8.28170946596535,8.79940801698417,8.50337181958089,8.90812285598922,9.22231346985078,8.36543629959152,8.93415453830003,8.65819420348382,8.97453440077849,8.72895183667413,8.93885204396477,9.068010230841,8.17761886032181,9.40826056481138,9.068010230841,8.15267492819763,8.1318942905133,8.17575315499863,8.3198549133723,8.73160480416625,8.78624274782801,8.66483491034488,8.87444300585152,8.68749477656898,8.60860299921757,8.89137753596767,8.82022838303742,8.96529834037181,8.16623112696268,8.14891442913159,8.71694720855547,8.67012052807467,9.05369645406987,8.82808221379747,8.11889587270459,9.19386988744371,8.81762841469966,8.94429832572637,9.24388494187876,7.9214743394498,8.6518439024179,8.42607669423588
"Hsa.580",9.24388494187876,8.84764540073147,10.2564624782449,10.6309032562888,9.81513715252032,9.23591655797397,10.1708397271508,9.31907114597192,9.28163394411435,10.1708397271508,9.36612793797704,9.23591655797397,9.96331423207656,10.2177937681345,10.4193112097907,9.93236550612826,10.0231466759711,9.37090742879106,10.2741569983352,10.0088950617334,9.32697088547217,10.0019229778111,8.9953404464243,8.14375843625483,9.62437068117248,8.88817073078957,8.85052562674122,9.95053731913393,9.47091958444911,9.80966571433927,9.39683710998103,9.73154623075913,9.04339381082077,10.0369802768006,10.0721730249145,7.63727461062232,8.52363846441572,9.27650867244016,8.5389980439885,8.82808221379747,9.73154623075913,9.09483070681468,9.07110592666163,9.63881833193496,9.6342753183499,9.92514450741998,8.59944138242827,10.0545736857739,9.03977120697686,9.01409653228372,9.89592238644394,10.0942056290761,9.86842206857061,10.3245255513189,9.1195511344159,9.95710836217642,9.87386453548173,10.2351949039913,9.49636769778443,9.20923873777172,9.91236761428211,8.91086996575084
"Hsa.24948",9.14017132059078,8.50337181958089,9.28589436956866,8.74529047220567,9.91236761428211,9.03747344686358,9.29637636229602,8.86868069232808,8.4791139701671,9.60052143323646,9.20697140327932,9.23260737880931,9.68754387845756,9.13366469223369,9.42245818714376,9.8806588672407,9.44291374029099,9.55420974786064,8.96529834037181,9.7685517297273,9.75767362198425,9.03977120697686,8.60122803605612,8.344436232718,10.0545736857739,9.21924621276104,8.35955545955462,10.225452938979,9.95053731913393,8.9840444480403,8.69788006599236,9.15036722709898,8.88011128152254,9.25056814815875,9.15979688945026,10.0088950617334,10.164258768279,9.49636769778443,10.0088950617334,9.7135627907524,8.9894183068749,9.6290404523604,9.44673347795467,9.21610160519607,8.83651108440905,9.42245818714376,9.46631661914599,9.61067303725518,9.63881833193496,8.72895183667413,9.50517703059578,9.6202671320251,9.418934266587,9.55420974786064,9.79686204400148,8.87710598453512,9.18387225644926,9.64961372081972,9.03977120697686,9.17580143640321,9.80308977493759,9.68221929907262
"Hsa.24652",8.79107306530738,8.52795744603928,8.76095221916488,8.67273442520742,9.4753000083047,8.46195993555051,8.78875568932415,7.86321509968644,9.01129354427635,9.13701219066545,10.2421528075109,9.89592238644394,9.20923873777172,9.66239905266532,9.35382873159404,9.4514035691396,9.14017132059078,9.26985512145687,9.39301844709908,9.25056814815875,9.03747344686358,8.41535128222872,9.25460082399695,9.08038129704667,9.13052531051752,7.93257005885797,8.09629178282552,9.10974431320934,9.03977120697686,8.94429832572637,8.62534827152322,8.29417678582236,9.56921617393702,9.15357082678574,9.01409653228372,8.94653137116914,8.7637660104006,8.5973713753314,8.86868069232808,8.63988622987708,8.50107053947107,8.7241441378385,8.53437945092932,8.78331829101682,8.30446835336395,8.06293919244281,9.65352323575133,8.3198549133723,8.61076708641354,7.76677146572254,9.27910242389489,9.66239905266532,8.85052562674122,9.35816553032585,8.9953404464243,8.32742587981655,8.08680396502398,8.6800844065265,8.13772578769803,8.18421949607805,8.61755870285034,8.13772578769803
"Hsa.2463",9.05022300446326,9.30763454051992,10.3913347230983,9.82955447051729,10.3783125131799,9.5879646865272,8.7423507306451,9.43929235692221,8.18813495366692,10.5871766840918,9.43929235692221,9.5130433616047,8.08680396502398,7.71875712749633,6.01646684479688,8.16623112696268,8.0463213608154,8.6353635530542,7.82151992597204,8.59944138242827,7.94666295209799,7.6110105143058,9.69562541444436,10.3913347230983,10.0596844095183,9.7029722228844,9.49636769778443,9.9968891550008,9.20697140327932,9.1803362987861,8.2003172502999,9.28867149940271,9.28867149940271,8.73727515138346,8.46416693675397,8.84524469098775,9.02788058736784,8.3114787983086,9.04339381082077,8.77765514657924,8.21892721820525,8.88519252770554,8.6493425291535,8.65434036873751,8.2343824908149,7.6555214904318,10.7222361504545,7.95459877516826,7.74260825163154,7.86953812524806,7.35865120089289,7.67672715982709,7.70550865082132,7.82729352672264,8.57366917404218,7.86533716494168,8.07636220586825,8.344436232718,8.34079195730457,8.28773918550504,7.39283673275913,7.75986456484873
